City,enforce,urban planning,buildings,local area,leadership,communication strategy,citizen participation,health services,hospital,neighbourhood,quality standards,water resource,cyber security,violence,services resilience,town planning,government agencies,engagement processes,housing opportunities,energy development,sustainable transport,ecosystems,business,retaining,banking,information management,open data,urban health,urban development,improved water,training,financial,information systems,regional economy,broadband,civic culture,resilience communities,transport planning,homes,forest,crime rates,technical assistance,skills,food,infrastructure resilience,city risk,supply system,water treatment,plan,investing,health sector,crisis room,disaster risk,working together,urban community,government facilities,skilling programs,social cohesion,transit,development,crime,public participation,natural disasters,investment,solar power,residential areas,danger,safeguard,cities,transport system,skills training,hunger,investments,criminal justice,wastewater,environmental assets,business continuity,financial economic,skill development,teamwork,land,public health,world bank,markets,health training,wellness,community members,education system,tax payers,lawyers,buses,economic resilience,educational infrastructure,informal transport,transparency,infrastructure projects,knnowledge,households communities,accountability,planning process,facility protection,globalisation,neighbourhood resilience,heritage,pollution control,electricity,visibility,data privacy,infrastructure improvements,zoning regulations,transport,stakeholder engagement,competencies,integrity,utilities,government,identity,potable water,securities,engage communities,municipal finances,protection,murder,conviction,economic challenges,city stakeholders,surveillance,strong institutions,data use,municipal development,develop innovative,tradition,participatory,infrastructure development,vegetation,arrests,transportation policies,educational,transport fare,poverty,public services,management ?,terrorism,food supply,emergency illness,public transportation,supportive housing,energy security,project development,strategy document,schools,networking,prosperity,contamination,global network,governance,connectivity,civil society,commercial activities,inventories,food security,entrepreneurship development,maintenance,municipal administrative,utilization,transportation options,housing,comprehensive plan,labour force,sustainable mobility,labor standards,adequate clean,mental health,officers,environmental planning,power,health clinics,local,enforcement,economic zone,education,transportation logistics,economic,informed decisions,government officials,firefighters,integrated planning,strategic planning,financing,citizen engagement,affairs,stored,emergency,property owners,skilled,engaged communities,housing market,theft,urbanisation,disclosure,communications,technology platform,access,community involvement,service providers,land area,qualification,architecture,exposure,city health,dissemination,building construction,decision makers,neighbourhood safety,city systems,community engagement,action plan,policing,water quality,national government,citizen expert,logistics,construction industry,culture,healthcare,district plans,regional scale,regional department,funding,business capabilities,citizens,risk,pride,city,waste processing,commerce industry,environmental quality,law,devices,municipal disaster,judiciary,waste water,nutritious food,economic activity,institutions collaborating,cleaning,crime violence,national economy,capacity,urban transport,value communities,guidelines,protocols,shortages,enrolment,community leaders,vulnerability assessment,environment,standardisation,loans,affordable housing,communities value,trained,water resources,development corporation,vehicles,ecosystem conservation,exercises,support diversity,economic growth,international trade,services planning,sustainability,urban region,health hazards,privacy friendly,resilience department,authorities,public mobility,sanitary,intelligence,city development,urban redevelopment,storages,wind,technology,health care,territory,unemployment,protections,clean water,multiple stakeholders,small business,economic crisis,nature conservancy,community resilience,employment,planning status,skill providers,teachers,ecosystem,ecosystem services,extreme emergency,cyber attacks,collaboration,resilience initiatives,innovation,entrepreneurship,waste disposal,food insecurity,training program,local stakeholders,hazards,strategic plan,toilet,technical capacity,public transport,river pollution,emergencies,risk awareness,provisions,government business,housing policy,bureaucracies,industries agriculture,rations,bureaucratic,justice,patrolling,budgetary,infrastructure,public policy,public water,resource conservation,community stewardship,current,policy making,disaster,police service,vulnerable residents,multiagency,decision making,illnesses,cyber vulnerability,basic needs,strategy process,cleanliness,quarterly labour,urban ecosystem,urban violence,appropriate codes,disaster management,consumption,community based organizations,police ?,urban housing,food processing,village,neighborhood city,awareness campaigns,political,global economic,informal settlements,electricity supply,widespread,economic productivity,medical services,toilets,network,participatory processes,government schemes,peace justice,reserves,cohesiveness,adaptive capacity,health practitioners,transport network,settlements,supports livelihoods,local residents,livelihoods,process,surplus,institutional stakeholders,ecosystem benefits,region,community organisations,cops,cohesive,facilities,stakeholders involved,enterprises,diversity,secure,literacy,collectives,resilience efforts,construction plan,socio economic,transport office,businesses,urban infrastructure,quality education,quality data,infrastructure failure,community action,democracy,government entities,town water,conservation efforts,local communities,support services,urban environment,talent,council guidelines,sewage treatment,transportation,disaster preparedness,vibrant,citizen awareness,public outreach,funds,distrust,civil engineering,information services,hectares,housing choices,housing units,illegal,government department,profitability,reliable electricity,training opportunities,affordable,roads,money,economic development,local government,lifestyles,mandate,criteria,nature,hazard,educated,development plan,patients,criminal,immigration,city planning,policy statement,capabilities,civic engagement,technologies,medicine,resilience considerations,reliable,enforcement unit,information technology,planning framework,database,health support,warning system,resources,housing schemes,rental housing,deforestation,assets,community,management plan,changing economy,sewage,risk management,pollution levels,labourers,smart technology,public administration,health,centricity,local economy,curriculum,workforce,traffic police,action plans,coaching,health system,court,natural assets,education skill,spatial plans,policy regulation,energy efficiency,police,nutrition,municipal government,transit projects,landuse planning,quality management,sustainable development,city water,vulnerable households,generators,cities network,city business,smart city,waterborne diseases,proactively plan,retention,storing,facilitate community,wealth,multi-organisational,comprehensive habitat,social services,risk profile,public infrastructure,safe drinking water,new infrastructure,city departments,emission,rescue,conservation practices,legislation,business opportunities,municipal officials,economics,risk action,community support,health awareness,stakeholder,social stability,planners,environmental management,law enforcement,economic opportunity,multimedia,land use,regulations,legal defense,local business,literacy training,policy makers,fire department,industrial lands,service provision,labor-intensive,data platform,housing demand,management policy,critical services,protection officers,ethnicity,development department,housing crisis,strategy development,metropolitan region,biodiversity,solar,societal partners,intercultural,communication technologies,transport networks,shootings,public safety,national housing,economy goal,electronics,cooperatives,police department,redundancy,economy,disaster response,sanitation,equitable access,approvals,businessmen,environmental degradation,instability,city police,longterm planning,sociocultural,commerce,habitat improvement,transport services,primary health,water,ethnic,investors,vulnerable communities,waste service,community participation,good health,ecology,institutions,finance,waste collection,affordable homes,livelihoods employment,mobility,conservation easements,public education,expertise,risk assessment,water sources,civic participation,standard,belongingness,public authorities,renewable energy,stakeholders resilience,strategy,municipal budget,light,education levels,economic opportunities,compliance,community development,work plan,energy,environmental justice,policies strategies,performance plan,recognition,social justice,planning,innovative solutions,public sector,ecological,illiteracy,community groups,funding mechanisms,doctors,security,electronic,insufficient transport,regional plan,economic recession,support,networks,relevant stakeholders,zoning,government departments,agriculture,policy,state government,infrastructure status,financing source,geographic information,national policies,medical,community preparedness,partnership,industries,urban local,waste management,treatment,efforts,mapping,deficits,expenditures,food systems,precautions,healthcare services,hospitals,renewable,promote innovative,innovate,economy activity,crime prevention,urban systems,governance mechanism,empowered stakeholders,corruption,awareness,implementing partners,taxation,public engagement,labour,nutrient,monitoring,wildlife,decision support,data providers,ecological society,flooding infrastructure,communities,enforcement officers,risk reduction,fire risk,health risks,management system,abuse,public messaging,supply network,liquid waste,trafficking,economic sectors,water pollution,existing businesses,health department,cultural opportunities,regional transport,communicate,justice system,water supply,resilience network,survivors,public awareness,mobility infrastructure,spare,infrastructure design,apartments,infrastructure damaged,habitats,urban mobility,highly skilled,maintenance plan,marketing,government approval,agriculture transport,accounting,management,local community
Surat,0.01407352,0,0,0,0.001561194,0,0,0,0,0,0,0,0,0.004106603,0,0,0,0,0,0,0,0,0.038041699,0,0,0,0,0,0,0,0.03122388,0.009488093,0,0,0,0,0,0,0,0.006159905,0,0,0,0.009488093,0,0,0,0,0.063910054,0.001972486,0,0,0,0,0,0,0,0,0.007582989,0.244988541,0.005996852,0,0,0.007706513,0,0,0,0.002427834,0.004248131,0,0,0,0,0,0.016749964,0,0,0,0,0,0.021856716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045975864,0,0.006159905,0,0,0,0,0.099719468,0,0,0,0,0.076083398,0.003645386,0,0,0,0,0.003162698,0,0,0,0,0.011258838,0,0,0,0,0,0.002025883,0,0.007847802,0,0,0.001799101,0,0,0,0,0.003447592,0,0,0,0,0,0,0,0,0.006054452,0,0,0,0.003162698,0.020581044,0,0,0,0,0,0.008879344,0,0,0,0.137175936,0,0,0,0,0,0,0,0,0.016647488,0,0.025868355,0.057955922,0,0.050215043,0,0.030826053,0,0,0,0,0,0,0,0,0.003752946,0.00780597,0,0.003193391,0,0,0.004502332,0,0,0,0,0.024660842,0,0,0,0,0.014767663,0,0,0,0,0,0,0,0,0,0.010342776,0,0,0,0.005754866,0,0.00760834,0,0,0,0,0.006832912,0,0,0.047171707,0.002576408,0.786702333,0,0,0,0.016619911,0,0,0,0,0,0,0,0.005851488,0,0,0.038532566,0,0,0.014192785,0,0,0,0,0,0.06695339,0,0,0,0,0.002427834,0,0,0,0,0,0,0,0,0,0.001622478,0,0,0,0,0,0,0.006506144,0,0,0,0,0.002500309,0.087426865,0,0,0.013097028,0,0,0,0,0,0,0,0.030827073,0,0,0,0.039580218,0,0,0,0.00760834,0,0.001521668,0.019422676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004106603,0,0,0.045650039,0,0,0,0,0.01561194,0,0.031626977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001895747,0,0,0,0,0.002877433,0,0,0.007582989,0,0,0,0,0,0,0,0.045650039,0,0,0,0,0,0,0,0,0,0,0,0,0.028911691,0.004248131,0,0,0.010789119,0,0,0.005397302,0,0,0,0.004867433,0.003791494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011653242,0,0.009732371,0,0,0,0,0,0,0,0,0,0.008355547,0,0,0,0,0.094780039,0.012958818,0,0,0,0,0,0,0.003645386,0.007484016,0.005951278,0,0,0,0,0,0,0,0,0,0,0,0.001775869,0,0,0,0,0,0,0,0,0,0,0,0.094343413,0,0,0.008223219,0,0,0,0,0,0.120211769,0,0,0.002656514,0,0,0,0,0,0,0,0,0,0,0,0.056724738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002229074,0,0,0,0,0,0,0,0,0.005327606,0,0,0,0,0,0.011509732,0,0,0,0.026202145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024519813,0,0,0,0,0,0,0,0,0,0,0,0.002656514,0.021578237,0,0.002392852,0,0,0,0,0.003315189,0,0,0,0.028977961,0,0,0,0.322593607,0,0,0,0,0,0,0,0,0.017304425,0,0,0,0.027331648,0,0,0.007196403,0,0,0,0.003244955,0,0,0,0,0.219120186,0,0,0,0,0.002576408,0,0,0.047440466,0,0,0,0,0,0.040073869,0,0,0.019142817,0,0,0,0,0.013871724,0.010792825,0,0,0,0.060866718,0,0,0.008094619,0,0,0.112515094,0,0,0,0,0,0.019784989,0,0.009488093,0,0,0,0.019208992,0,0.018466568,0,0,0,0,0,0,0.014373112,0,0.002741073,0,0,0,0,0,0,0.120133068,0,0,0,0.028774329,0.004807686,0.047830383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004336398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092478159,0
Pune,0,0,0,0,0.064900278,0,0,0,0.002042804,0.018823923,0,0,0,0.001855601,0,0,0,0,0,0,0,0,0.086634783,0.005991978,0.002939852,0,0,0,0,0,0.026806637,0.021436348,0,0,0.003642317,0,0,0,0,0.009278005,0,0,0,0.00285818,0,0,0,0,0.193896896,0.001782567,0,0,0,0,0,0,0,0,0.047970063,0.246152797,0.001806483,0,0,0.019500593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050791522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029391535,0,0,0,0.043249162,0,0,0,0,0.014451865,0,0.050101228,0.005991978,0,0,0,0.081773789,0,0,0.002834019,0,0.092135404,0.003294393,0,0,0,0,0.020007258,0,0,0,0,0,0,0,0,0,0.00222643,0.049432216,0,0,0,0,0.026014012,0,0.014443925,0,0,0,0,0,0,0,0,0,0,0,0,0.068422967,0,0,0.040014516,0.003381712,0,0,0,0,0,0.006419522,0,0.008502057,0,0.154611842,0,0,0,0,0,0,0,0,0.006017839,0,0.136140374,0.010072246,0,0.057756522,0,0.071037873,0,0,0,0,0,0.02669154,0,0,0,0.001410876,0,0.043288767,0,0,0,0,0.011517308,0,0,0.101681662,0,0,0,0.003179615,0,0.010695401,0,0.014170095,0,0,0,0,0,0,0,0,0,0,0.020803051,0,0.005500621,0.019065386,0,0,0,0.015437525,0,0,0.024752795,0,0.618819881,0,0,0,0.010013117,0,0,0.005855544,0,0,0,0,0.002644041,0,0,0.104467461,0,0,0,0,0,0.011711088,0,0,0.115513044,0,0,0,0,0.004388144,0,0,0,0,0,0,0,0,0,0.033723945,0,0,0,0,0,0,0,0.002477151,0,0,0,0,0.023984886,0,0,0.005072567,0,0,0,0,0,0,0,0.131963264,0,0,0,0.125192432,0,0,0,0.011001242,0,0.060506833,0.024134795,0,0,0,0,0,0,0.013566386,0,0,0,0,0,0,0,0,0,0,0,0.004068828,0.077935244,0,0,0.082509317,0,0,0,0,0.021163134,0,0.010003629,0,0,0,0,0,0,0,0,0.004344781,0,0,0,0,0,0.003426433,0,0,0,0,0.039005721,0,0,0.020558598,0,0,0,0,0,0,0,0.034378882,0,0,0,0,0.004068828,0,0,0,0,0,0,0,0.100386336,0.030712822,0,0,0.100288762,0,0,0.066660906,0,0,0,0.002932517,0.017132165,0.005378264,0,0,0,0,0,0,0,0,0,0,0,0.008819557,0,0,0,0,0,0,0.008649832,0,0,0.046638251,0,0.007036237,0,0,0,0.004690378,0,0,0,0,0,0.002517013,0,0,0,0,0.090595802,0,0,0,0,0,0.026440408,0,0.008235982,0.003381712,0.002689132,0,0,0,0,0,0,0,0,0,0,0,0.051356179,0,0,0,0.01050665,0,0,0,0,0,0,0,0.133390063,0,0,0.017340056,0,0,0,0,0,0.04675528,0.006413121,0,0,0.023173368,0,0,0,0,0,0,0,0,0,0,0.020139051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002477151,0,0,0.006043348,0,0,0,0,0,0,0,0,0.020863448,0,0,0.009174098,0,0,0.005200763,0,0,0,0.097502963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056049251,0.008057797,0,0,0,0,0,0,0,0,0.004344781,0,0,0.002400734,0.082181069,0,0.015137207,0,0,0,0,0,0,0,0.004506751,0.012086695,0,0,0,0.155392548,0.002600381,0,0,0,0,0,0.002784008,0,0.018765938,0,0,0,0.163637767,0,0,0.004877627,0,0,0,0.017595102,0.006413121,0,0,0,0.225525468,0,0.003612966,0,0,0.006985021,0,0,0.017149078,0,0,0,0.004728121,0,0.249329006,0,0,0.030274413,0,0,0,0,0.065466275,0.002438411,0,0,0,0.148516771,0,0,0,0,0.039188713,0.082181069,0,0,0,0,0,0.003973335,0,0.024294528,0,0,0,0.024303257,0,0.026701646,0,0,0,0,0,0,0.003711202,0,0.004954302,0,0,0,0,0,0,0.01013284,0,0.011517308,0,0.002600381,0.004344781,0.061750101,0.00610903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001959436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002259568,0,0,0.006493419,0.18525563,0
Chennai,0.013321697,0,0,0,0.033778133,0,0,0,0,0.028971537,0,0,0,0.001110635,0,0,0,0,0,0,0,0,0.033746017,0.001793193,0,0,0,0,0,0,0.016889066,0.013685682,0,0,0,0,0,0,0,0.017770167,0,0,0,0.012830327,0,0,0,0,0.123461037,0.007468455,0,0,0,0,0,0,0,0,0.003076242,0.150622465,0.001081237,0,0,0.016673881,0,0,0,0.002626442,0,0,0,0,0,0,0.003882897,0,0,0,0,0,0.086978692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005863919,0,0,0,0.003882897,0,0,0,0,0.002162474,0,0.016659532,0,0,0,0,0.068921394,0,0,0,0,0.202476101,0.005915392,0,0,0,0,0.012830327,0,0,0,0,0.004059954,0,0,0,0,0.002665177,0.042736391,0,0.001414964,0,0,0.008758239,0,0.001921143,0,0,0,0,0,0,0,0,0,0,0,0,0.000998861,0.00372962,0,0.123171136,0.007084212,0,0,0,0,0,0.009605714,0,0.001696249,0,0.080034627,0,0,0,0,0,0,0,0,0.011706062,0,0.07819199,0.025319932,0,0.017284545,0,0.036682537,0,0,0,0,0,0.004564493,0,0,0.004059954,0.016889066,0,0.001727312,0,0,0.004870643,0.202997688,0,0,0,0.027511903,0,0,0,0,0.005705616,0.005334611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006584589,0.006846739,0,0,0,0.024023592,0,0.00308428,0.070784328,0.005574339,0.5514593,0,0,0,0.009988608,0,0,0,0,0,0,0,0.004747624,0,0,0.0558575,0,0,0,0,0,0,0,0,0.058438224,0,0,0,0,0.002626442,0,0,0,0,0,0,0,0,0,0.006143212,0,0,0,0,0,0,0,0.001482652,0,0,0,0.012171802,0.033778133,0,0.001506511,0,0,0,0,0,0,0,0,0.013164026,0,0,0,0.074931598,0,0,0,0.023869134,0,0.000823074,0,0,0,0,0,0,0,0.002029977,0,0,0,0,0,0,0,0,0,0,0,0,0.008885084,0,0,0.074076622,0,0,0,0,0.026178053,0,0.212983424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011279552,0,0,0,0,0.031128197,0,0,0.011279552,0,0,0,0.006967924,0,0,0,0.027984502,0,0,0,0,0,0,0,0,0,0,0,0,0.0872458,0.00689347,0,0,0.005002164,0,0,0.029194129,0,0,0,0.001755203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024312591,0,0.006317113,0,0,0,0,0,0,0,0,0,0.013558602,0,0,0,0,0.031548759,0.003504727,0.002787169,0,0,0,0.014242872,0,0.020703873,0.008096242,0,0,0,0,0,0,0,0,0,0,0.006380763,0,0.006724,0,0,0,0.011319407,0,0,0,0,0,0,0,0.17696082,0,0,0.042996921,0,0,0,0,0,0.015638398,0,0,0.002873829,0.001066922,0,0,0,0,0.00537958,0,0,0,0,0,0.006574829,0.001828223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004447957,0.007305964,0,0,0,0,0,0,0,0,0,0,0.011526857,0.014485768,0,0.004118239,0,0,0.00311282,0,0,0,0.081702015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008097608,0.008439977,0,0,0,0,0,0,0,0,0.002600488,0,0,0,0.014172799,0,0.024591681,0,0,0,0,0,0,0,0.010789728,0.003617133,0,0,0,0.554751594,0,0,0,0,0,0,0.00833158,0,0.016848004,0,0,0,0.019403671,0,0,0.005838826,0,0,0,0.015796831,0,0,0,0,0.123461037,0,0.009731131,0,0,0.006967924,0,0,0.011974972,0,0,0,0.002829929,0,0.177576829,0,0,0.020708784,0,0,0,0,0.023343433,0.005837863,0,0,0,0.07819199,0,0,0.001459466,0,0.005863919,0.093373732,0,0,0,0,0,0.008323579,0,0.012830327,0.003838454,0,0,0.032209579,0.002934216,0.016980633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045919372,0,0,0,0.00466923,0,0.031415467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003518351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001943257,0.147563844,0
Seoul,0,0,0,0,0.018699598,0,0,0,0.004512518,0,0,0,0,0.032791923,0,0,0,0,0,0,0,0,0.136696232,0,0,0,0,0,0,0,0.034282596,0.056823022,0,0,0,0,0,0,0,0.024593942,0,0,0,0,0,0,0,0,0.115432374,0.007875318,0,0,0,0,0,0,0,0,0.003784465,0.066829269,0.147648121,0,0,0.021538235,0,0,0.030749124,0.004846667,0,0,0,0,0,0,0,0,0,0,0,0,0.012466399,0,0,0,0,0.007171924,0,0,0,0,0,0,0,0,0.004328359,0,0,0,0,0,0,0,0,0,0,0.00409899,0,0,0,0,0.007372934,0,0,0,0,0.115432374,0.003638628,0,0,0,0,0.009470504,0.009955335,0,0,0,0.037459887,0,0,0,0,0.004918146,0.016177023,0,0,0,0,0.003591531,0,0.017725766,0,0,0,0,0,0,0,0,0,0,0,0.006043228,0.022118801,0,0,0.11048921,0.003735071,0,0,0,0,0,0.035451532,0,0.006260298,0,0.249228142,0,0,0,0,0,0,0,0,0.039879903,0,0.124545456,0.004449883,0,0.057716187,0,0.156921423,0,0,0,0,0,0,0,0,0.007491977,0.118430786,0,0,0,0,0,0,0.008480511,0,0,0.04923025,0,0,0,0,0.008423021,0.007875318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051640799,0.00421151,0,0,0,0.010230367,0,0.011383063,0.091130821,0,0.519445682,0,0,0,0.003686467,0,0,0,0,0,0,0,0,0,0,0.024615125,0,0,0,0,0,0,0,0,0.085055433,0,0,0,0,0.009693335,0,0,0,0,0,0,0,0,0,0.003238939,0,0,0,0,0,0,0,0,0,0,0,0.009982694,0.077914991,0,0,0.056026064,0,0,0,0,0,0,0,0.087451364,0,0,0,0.014366125,0,0,0,0.060753881,0,0.018226164,0.019386669,0,0,0,0,0,0,0.014983955,0,0,0,0,0,0,0,0,0,0,0,0,0.00409899,0,0.007849766,0.154922397,0,0,0,0,0.046748994,0,0.217821586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015137862,0,0,0,0,0.068930366,0,0,0.007568931,0,0,0,0,0,0,0,0.082017739,0,0,0,0,0,0,0,0,0,0,0,0,0.088093127,0,0,0,0.012307563,0,0,0.003591531,0,0,0,0.003238939,0.018922327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004776832,0,0,0.039879903,0,0.003885731,0,0,0,0,0,0,0,0,0,0.005560038,0,0,0,0,0.029109025,0,0.010286526,0,0,0,0,0,0,0.029880568,0.005940245,0,0,0.006618087,0,0,0,0,0,0,0,0,0.017725766,0,0,0,0.004641801,0,0,0,0,0,0,0,0.334146345,0,0,0.016415949,0,0,0,0,0,0.051640799,0,0,0,0.011812977,0,0,0,0,0,0,0,0,0,0,0.036398301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898797,0,0,0,0,0,0,0,0,0,0,0.053177299,0.023760982,0,0.005066355,0,0,0,0,0,0,0.036922688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066748247,0,0,0,0,0,0,0,0,0,0,0,0,0.079999157,0,0.004776832,0,0,0.011383063,0,0,0,0,0,0,0,0,0,0.03037694,0,0,0,0,0,0,0,0,0.006908938,0,0,0,0.006820245,0,0,0.007183062,0,0,0,0.029150455,0,0,0,0,0.288580935,0,0.027933428,0,0,0,0,0,0.097861872,0,0,0,0.015666506,0,0.033845797,0,0,0,0,0,0,0,0.039999578,0,0,0,0,0.188337031,0,0,0,0,0,0.273843267,0,0,0,0,0,0.026331081,0,0.031568346,0,0,0,0.007669353,0,0.003686467,0,0,0,0,0,0,0.012296971,0,0,0,0,0,0,0,0.007849766,0.028778486,0,0.016961022,0,0,0,0.051151836,0,0,0,0,0,0,0,0,0,0,0,0.012520597,0,0,0,0.00898797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029948081,0,0,0.007171924,0.153844532,0
Kyoto,0.011271248,0,0,0,0.020005349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175489714,0.021240641,0,0,0,0,0,0,0.030008024,0.005065904,0,0,0,0,0,0,0,0.026311283,0,0,0,0.050659041,0,0,0,0,0.024373571,0,0,0,0,0,0,0,0,0,0,0.082870143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060016048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147285221,0,0,0,0,0,0,0.041410789,0,0,0,0,0.136492,0,0,0,0,0,0.055724945,0,0,0,0,0.012022689,0,0,0,0,0.039461768,0.032449928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969782,0.005915827,0,0,0.02532952,0.005993824,0,0,0,0,0,0.005689055,0,0,0,0.034563303,0,0,0,0,0,0,0,0,0.005333079,0,0.443599,0,0,0.024373571,0,0.054313762,0,0,0,0,0,0,0,0,0,0.035009362,0,0,0,0,0,0,0,0,0,0.014812844,0,0,0,0,0,0.037913553,0,0,0,0,0,0,0,0,0.022088952,0,0,0,0,0,0.131617286,0.020275159,0,0,0,0.021889462,0,0,0.014624143,0.041268044,0.536218572,0,0,0,0.011831654,0,0,0,0,0,0,0,0,0,0,0.054313762,0,0,0,0,0,0,0,0,0.087744857,0,0,0,0,0.007777649,0,0,0,0,0,0,0,0,0,0.015592983,0,0,0,0,0,0,0,0,0,0,0,0,0.030008024,0,0,0,0,0,0,0,0,0,0,0.041581289,0,0,0,0,0,0,0,0.102369,0,0.063371286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038997714,0,0,0,0,0.030008024,0,0.157043026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006073089,0,0,0,0,0,0,0,0.082870143,0,0,0,0,0,0,0,0,0,0,0,0,0.014624143,0,0,0,0.009875229,0,0,0.00576348,0,0,0,0.010395322,0.024292358,0,0,0,0,0,0,0,0,0,0,0,0,0.031263975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008922425,0,0.01737811,0,0,0,0,0,0,0,0,0,0,0.011678117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365603572,0,0,0.026343357,0,0,0,0,0,0.038997714,0,0,0.017020464,0.037913553,0,0,0,0,0,0,0,0,0,0,0.006489986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008781119,0,0,0,0,0,0,0,0,0,0,0,0.005689055,0,0,0,0,0,0,0,0,0,0.118502753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034256204,0.007140913,0,0,0,0,0,0,0,0,0,0,0,0,0.153066056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014624143,0,0,0,0,0,0,0,0,0.005543531,0,0,0,0.021889462,0,0,0,0,0,0,0,0,0,0,0,0.326605857,0,0,0,0,0.008253609,0,0,0.035461328,0,0,0,0,0,0.044438532,0,0,0,0,0,0,0,0.044438532,0,0,0,0,0.175489714,0,0,0,0,0,0.029625688,0,0,0,0,0,0,0,0.005065904,0,0,0,0,0,0.005915827,0,0,0,0,0,0,0.019733462,0,0.035124476,0,0,0,0,0,0,0.035919362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013891797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054313762,0
